"","account_id","opening_date","statement_frequency","district_name","credit_cards","loan","loan_amount","loan_payment","loan_term","loan_status","loan_default","max_withdrawal","min_withdrawal","cc_payment","max_balance","min_balance"
"1356",1520,"1995-08-08","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",6005,15,78,44901,300
"1357",1521,"1996-04-04","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",4537,15,67,26462,900
"1358",1522,"1997-08-02","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",32577,4,48,88312,800
"1359",1524,"1997-02-20","monthly","Kutna Hora",1,"F","NA","NA","NA","NA","NA",4400,15,42,21764,1100
"1360",1525,"1996-09-05","monthly","Hodonin",0,"F","NA","NA","NA","NA","NA",6500,15,57,26268,300
"1361",1526,"1995-01-22","monthly","Usti nad Orlici",0,"F","NA","NA","NA","NA","NA",9975,15,115,83109,200
"1362",1528,"1996-06-08","monthly","Svitavy",0,"T","191088","3981","48","current","FALSE",29120,15,68,70986,500
"1363",1529,"1996-04-28","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",8200,7,76,30788,600
"1364",1530,"1995-05-27","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",8800,15,83,32114,900
"1365",1532,"1996-09-19","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",43520,15,73,97381,700
"1366",1534,"1993-05-24","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",25440,15,149,61057,900
"1367",1535,"1993-03-20","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",15500,15,190,77219,200
"1368",1537,"1997-06-06","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",34400,15,40,74556,200
"1369",1538,"1996-09-20","monthly","Domazlice",0,"F","NA","NA","NA","NA","NA",63800,15,91,161078,800
"1370",1540,"1995-03-29","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",35018,10,91,105377,500
"1371",1541,"1996-10-18","monthly","Prostejov",0,"F","NA","NA","NA","NA","NA",46562,15,86,100581,900
"1372",1542,"1996-04-25","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",20900,15,63,33943,1000
"1373",1543,"1996-04-14","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",43300,3,115,67087,1100
"1374",1544,"1993-07-14","monthly","Jesenik",0,"F","NA","NA","NA","NA","NA",28425,15,138,72852,1100
"1375",1545,"1993-03-08","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",59100,12,142,142687,200
"1376",1546,"1996-11-20","monthly","Cesky Krumlov",1,"F","NA","NA","NA","NA","NA",11820,15,53,35058,800
"1377",1547,"1993-09-14","monthly","Olomouc",1,"F","NA","NA","NA","NA","NA",68200,15,128,98055,700
"1378",1548,"1995-01-27","monthly","Pardubice",0,"F","NA","NA","NA","NA","NA",4900,15,91,24310,800
"1379",1549,"1996-11-21","monthly","Tabor",0,"F","NA","NA","NA","NA","NA",25800,15,52,70618,500
"1380",1550,"1996-04-15","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",11826,15,75,40932,500
"1381",1551,"1997-06-18","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",8350,15,33,35958,1100
"1382",1552,"1994-01-02","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",36844,15,121,97543,500
"1383",1553,"1996-12-21","monthly","Kromeriz",1,"F","NA","NA","NA","NA","NA",48511,15,60,65092,1000
"1384",1554,"1994-11-15","monthly","Pardubice",0,"F","NA","NA","NA","NA","NA",35680,15,102,67698,300
"1385",1555,"1996-11-10","monthly","Chomutov",0,"F","NA","NA","NA","NA","NA",6260,15,47,50964,1100
"1386",1556,"1996-09-15","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",11400,15,51,60299,600
"1387",1557,"1996-12-13","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",9000,15,46,50578,700
"1388",1558,"1996-10-06","monthly","Ceska Lipa",0,"F","NA","NA","NA","NA","NA",10900,15,63,34221,600
"1389",1559,"1994-10-08","monthly","Ceske Budejovice",0,"F","NA","NA","NA","NA","NA",43840,15,105,91251,22823
"1390",1560,"1997-04-14","monthly","Uherske Hradiste",0,"F","NA","NA","NA","NA","NA",11400,15,47,49513,1000
"1391",1561,"1995-04-01","monthly","Zdar nad Sazavou",1,"F","NA","NA","NA","NA","NA",8550,15,91,56597,600
"1392",1562,"1995-08-30","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",7170,15,77,24762,600
"1393",1563,"1996-08-14","monthly","Pardubice",0,"F","NA","NA","NA","NA","NA",11300,100,6,18000,900
"1394",1564,"1996-03-05","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",29349,11,117,56948,1000
"1395",1565,"1993-10-20","monthly","Liberec",0,"F","NA","NA","NA","NA","NA",15680,15,157,58769,200
"1396",1566,"1993-07-07","monthly","Opava",0,"F","NA","NA","NA","NA","NA",41920,15,142,63058,500
"1397",1567,"1997-08-19","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",32540,15,34,78564,800
"1398",1568,"1995-07-15","monthly","Cheb",0,"F","NA","NA","NA","NA","NA",20896,15,84,66789,300
"1399",1570,"1994-03-12","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",4298,15,111,27040,200
"1400",1571,"1996-07-29","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",38900,9,60,63965,200
"1401",1572,"1997-10-21","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",20999,15,30,61396,500
"1402",1573,"1997-12-29","monthly","Vyskov",0,"F","NA","NA","NA","NA","NA",9650,7,23,26037,1000
"1403",1574,"1997-05-28","monthly","Prerov",1,"F","NA","NA","NA","NA","NA",4250,15,35,29805,1000
"1404",1575,"1993-02-27","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",8600,15,137,39610,900
"1405",1577,"1996-10-16","monthly","Bruntal",1,"F","NA","NA","NA","NA","NA",9800,15,68,50428,200
"1406",1578,"1994-12-01","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",4128,15,99,52045,600
"1407",1579,"1994-08-09","monthly","Hodonin",1,"F","NA","NA","NA","NA","NA",40800,15,114,79665,600
"1408",1580,"1996-01-08","monthly","Jesenik",0,"T","194256","8094","24","current","FALSE",63100,15,85,134157,400
"1409",1581,"1995-10-12","monthly","Most",0,"F","NA","NA","NA","NA","NA",47360,15,102,83581,900
"1410",1582,"1996-05-01","monthly","Plzen - sever",1,"F","NA","NA","NA","NA","NA",7400,15,65,40975,500
"1411",1584,"1993-05-27","monthly","Sokolov",1,"F","NA","NA","NA","NA","NA",8520,15,131,34822,600
"1412",1585,"1996-02-23","monthly","Havlickuv Brod",0,"F","NA","NA","NA","NA","NA",36654,15,44,71703,1000
"1413",1586,"1996-10-03","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",42400,15,58,74204,200
"1414",1587,"1996-12-11","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",29700,15,53,51990,1100
"1415",1588,"1993-12-11","monthly","Bruntal",1,"F","NA","NA","NA","NA","NA",8100,15,146,33371,1000
"1416",1589,"1993-08-07","monthly","Litomerice",0,"F","NA","NA","NA","NA","NA",14100,3,67,32214,500
"1417",1590,"1995-04-07","monthly","Vsetin",0,"F","NA","NA","NA","NA","NA",19360,15,103,60813,500
"1418",1591,"1996-01-10","monthly","Znojmo",1,"F","NA","NA","NA","NA","NA",57300,15,73,144038,600
"1419",1592,"1994-08-18","monthly","Louny",1,"F","NA","NA","NA","NA","NA",4604,15,101,86172,400
"1420",1593,"1996-08-22","monthly","Jindrichuv Hradec",0,"F","NA","NA","NA","NA","NA",3130,15,53,24846,500
"1421",1594,"1997-04-06","monthly","Cesky Krumlov",0,"F","NA","NA","NA","NA","NA",27279,15,44,77634,500
"1422",1596,"1997-10-05","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",4955,15,31,31135,1100
"1423",1597,"1995-07-04","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",9750,15,85,46096,900
"1424",1598,"1997-04-12","monthly","Cesky Krumlov",1,"F","NA","NA","NA","NA","NA",62800,15,56,145536,700
"1425",1599,"1995-11-10","monthly","Hodonin",0,"F","NA","NA","NA","NA","NA",37372,15,75,90293,1100
"1426",1600,"1996-09-13","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",10900,15,52,32597,600
"1427",1601,"1993-02-09","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",4150,15,137,28248,500
"1428",1602,"1993-09-19","monthly","Decin",0,"F","NA","NA","NA","NA","NA",12250,15,123,41512,600
"1429",1603,"1993-05-09","monthly","Hl.m. Praha",0,"T","78936","6578","12","expired","FALSE",11800,15,197,69909,900
"1430",1604,"1993-12-16","monthly","Brno - mesto",0,"F","NA","NA","NA","NA","NA",28320,15,122,64823,900
"1431",1605,"1993-12-16","monthly","Olomouc",1,"F","NA","NA","NA","NA","NA",64800,15,173,156040,24483
"1432",1606,"1996-03-07","monthly","Cheb",0,"F","NA","NA","NA","NA","NA",39516,15,98,80481,300
"1433",1607,"1996-04-20","monthly","Novy Jicin",0,"F","NA","NA","NA","NA","NA",34941,15,65,76045,800
"1434",1608,"1997-10-08","monthly","Plzen - mesto",0,"F","NA","NA","NA","NA","NA",5138,14,31,27211,600
"1435",1609,"1996-07-05","monthly","Usti nad Labem",1,"F","NA","NA","NA","NA","NA",3026,11,61,26860,900
"1436",1610,"1993-05-17","monthly","Usti nad Orlici",0,"F","NA","NA","NA","NA","NA",60900,15,151,146116,500
"1437",1611,"1996-02-11","monthly","Jesenik",1,"F","NA","NA","NA","NA","NA",28400,15,76,74738,500
"1438",1612,"1996-02-12","monthly","Zdar nad Sazavou",0,"F","NA","NA","NA","NA","NA",31758,15,70,69745,400
"1439",1613,"1995-09-13","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",10500,15,76,38346,600
"1440",1614,"1996-05-07","monthly","Vyskov",0,"F","NA","NA","NA","NA","NA",37806,15,71,109425,300
"1441",1615,"1997-10-20","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",7100,15,26,29471,900
"1442",1616,"1997-02-07","monthly","Domazlice",0,"F","NA","NA","NA","NA","NA",7800,15,55,31020,1100
"1443",1617,"1993-06-01","monthly","Jicin",1,"F","NA","NA","NA","NA","NA",16000,15,135,37137,700
"1444",1618,"1996-12-18","monthly","Kutna Hora",0,"F","NA","NA","NA","NA","NA",13100,15,61,45195,900
"1445",1619,"1997-02-24","monthly","Louny",0,"F","NA","NA","NA","NA","NA",9400,11,58,51419,500
"1446",1620,"1995-06-08","monthly","Pelhrimov",0,"F","NA","NA","NA","NA","NA",12050,15,81,46274,700
"1447",1621,"1993-12-01","monthly","Prerov",0,"F","NA","NA","NA","NA","NA",25600,15,127,67207,300
"1448",1622,"1996-04-12","monthly","Prachatice",0,"F","NA","NA","NA","NA","NA",16640,15,84,48800,900
"1449",1623,"1996-02-04","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",37760,15,72,81590,800
"1450",1624,"1996-04-22","monthly","Blansko",1,"F","NA","NA","NA","NA","NA",11950,15,62,34191,500
"1451",1625,"1995-01-17","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",22000,15,97,52183,800
"1452",1626,"1994-03-15","monthly","Beroun",0,"F","NA","NA","NA","NA","NA",56200,15,119,85424,1100
"1453",1627,"1994-01-20","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",29120,15,125,53854,1000
"1454",1628,"1993-01-10","monthly","Prostejov",0,"F","NA","NA","NA","NA","NA",9500,13,145,27323,700
"1455",1629,"1995-11-02","monthly","Praha - vychod",0,"F","NA","NA","NA","NA","NA",10550,15,77,33465,1000
"1456",1630,"1993-07-28","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",7500,15,128,28864,900
"1457",1631,"1996-09-27","monthly","Praha - vychod",1,"F","NA","NA","NA","NA","NA",4115,15,51,26540,400
"1458",1633,"1995-02-22","monthly","Trutnov",0,"F","NA","NA","NA","NA","NA",11150,4,89,40349,200
"1459",1634,"1994-06-04","monthly","Vsetin",0,"F","NA","NA","NA","NA","NA",26000,15,113,101618,500
"1460",1635,"1993-12-29","monthly","Prachatice",1,"F","NA","NA","NA","NA","NA",42720,13,123,68386,900
"1461",1636,"1997-04-08","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",34965,5,42,88699,900
"1462",1637,"1993-01-08","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",9000,15,145,35529,500
"1463",1640,"1995-09-01","monthly","Rakovnik",0,"F","NA","NA","NA","NA","NA",30206,15,82,78495,700
"1464",1641,"1996-04-22","monthly","Svitavy",0,"F","NA","NA","NA","NA","NA",61900,15,101,148141,900
"1465",1642,"1995-05-27","monthly","Zlin",0,"F","NA","NA","NA","NA","NA",7300,15,85,29164,1000
"1466",1644,"1993-05-09","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",35680,15,139,62368,400
"1467",1645,"1996-10-16","monthly","Svitavy",0,"F","NA","NA","NA","NA","NA",20426,15,62,55650,300
"1468",1647,"1997-07-09","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",8152,12,44,45328,900
"1469",1648,"1997-08-08","monthly","Teplice",1,"F","NA","NA","NA","NA","NA",40525,4,61,73821,800
"1470",1649,"1993-01-26","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",48442,15,92,90624,700
"1471",1650,"1997-12-06","monthly","Most",0,"F","NA","NA","NA","NA","NA",23726,15,32,59254,1000
"1472",1651,"1997-01-23","monthly","Chomutov",0,"F","NA","NA","NA","NA","NA",64800,15,54,136677,900
"1473",1652,"1993-05-20","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",19600,15,131,34506,300
"1474",1653,"1994-09-19","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",36345,15,103,90874,700
"1475",1654,"1996-08-05","monthly","Sokolov",0,"F","NA","NA","NA","NA","NA",61700,15,64,108950,600
"1476",1655,"1996-04-15","monthly","Usti nad Labem",1,"F","NA","NA","NA","NA","NA",25362,15,67,62575,600
"1477",1656,"1997-02-01","monthly","Pardubice",1,"T","189792","3954","48","current","FALSE",35589,15,53,78412,500
"1478",1657,"1997-11-04","monthly","Pribram",0,"F","NA","NA","NA","NA","NA",3235,10,29,25056,300
"1479",1658,"1993-05-10","monthly","Opava",0,"F","NA","NA","NA","NA","NA",7140,15,131,27027,800
"1480",1659,"1996-12-25","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",11350,15,45,43154,400
"1481",1660,"1995-09-22","monthly","Hl.m. Praha",1,"F","NA","NA","NA","NA","NA",55700,15,93,143557,600
"1482",1662,"1997-08-11","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",32871,15,35,77497,200
"1483",1663,"1996-11-02","monthly","Brno - venkov",0,"F","NA","NA","NA","NA","NA",8250,15,53,54290,300
"1484",1664,"1993-11-15","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",60300,15,124,80374,500
"1485",1665,"1997-04-15","monthly","Opava",0,"F","NA","NA","NA","NA","NA",13650,15,38,37525,800
"1486",1666,"1993-10-30","monthly","Bruntal",0,"F","NA","NA","NA","NA","NA",14800,7,122,50901,500
"1487",1667,"1996-08-18","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",9100,15,64,36822,200
"1488",1668,"1997-03-07","monthly","Uherske Hradiste",0,"F","NA","NA","NA","NA","NA",9400,13,45,25490,200
"1489",1669,"1996-09-19","monthly","Most",1,"F","NA","NA","NA","NA","NA",12514,15,57,39415,700
"1490",1670,"1996-01-02","monthly","Pribram",1,"F","NA","NA","NA","NA","NA",10400,14,73,28338,500
"1491",1671,"1993-05-05","monthly","Kutna Hora",0,"F","NA","NA","NA","NA","NA",6900,15,137,39713,1100
"1492",1672,"1996-05-08","monthly","Kolin",0,"F","NA","NA","NA","NA","NA",28329,15,66,70074,800
"1493",1673,"1993-12-08","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",5100,3,117,24890,900
"1494",1674,"1995-09-15","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",28480,15,104,53918,800
"1495",1675,"1993-02-01","monthly","Liberec",0,"F","NA","NA","NA","NA","NA",13500,14,143,34266,1100
"1496",1677,"1997-01-08","monthly","Jesenik",0,"F","NA","NA","NA","NA","NA",17760,15,55,42268,1100
"1497",1678,"1993-02-22","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",34674,15,141,81719,200
"1498",1679,"1996-09-05","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",20195,15,59,67861,13463
"1499",1680,"1993-12-10","monthly","Kromeriz",0,"F","NA","NA","NA","NA","NA",29128,15,123,76309,300
"1500",1681,"1997-07-11","monthly","Frydek - Mistek",1,"F","NA","NA","NA","NA","NA",33930,6,38,75180,1100
"1501",1682,"1995-12-22","monthly","Semily",1,"F","NA","NA","NA","NA","NA",38645,15,95,79247,900
"1502",1683,"1996-11-01","monthly","Vsetin",1,"F","NA","NA","NA","NA","NA",28640,15,62,46147,900
"1503",1685,"1995-12-13","monthly","Plzen - sever",0,"F","NA","NA","NA","NA","NA",46638,14,60,115940,1100
"1504",1686,"1993-11-18","monthly","Praha - zapad",0,"F","NA","NA","NA","NA","NA",19200,15,165,53541,900
"1505",1687,"1997-04-18","monthly","Cheb",0,"F","NA","NA","NA","NA","NA",14500,15,38,18731,200
"1506",1688,"1993-02-27","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",7000,15,137,36243,800
"1507",1689,"1993-09-07","monthly","Brno - venkov",0,"F","NA","NA","NA","NA","NA",9400,15,123,32528,700
"1508",1690,"1995-10-07","monthly","Jindrichuv Hradec",0,"F","NA","NA","NA","NA","NA",12650,15,79,36779,6736
"1509",1691,"1995-11-08","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",2901,9,77,24172,400
"1510",1692,"1995-03-29","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",48692,11,80,73968,500
"1511",1695,"1993-01-03","monthly","Sumperk",0,"F","NA","NA","NA","NA","NA",64000,15,219,159676,200
"1512",1696,"1995-06-09","monthly","Hradec Kralove",1,"F","NA","NA","NA","NA","NA",3960,10,87,23803,600
"1513",1697,"1997-05-17","monthly","Vyskov",1,"F","NA","NA","NA","NA","NA",4900,2,35,21097,800
"1514",1698,"1996-03-14","monthly","Frydek - Mistek",0,"T","141948","3943","36","current","FALSE",28840,15,69,78139,800
"1515",1699,"1993-01-14","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",5550,15,139,30656,800
"1516",1700,"1995-11-18","monthly","Zlin",0,"F","NA","NA","NA","NA","NA",34419,15,75,93990,900
"1517",1701,"1993-08-10","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",51600,15,158,131901,1100
"1518",1702,"1995-02-27","monthly","Breclav",0,"F","NA","NA","NA","NA","NA",12201,6,107,42443,500
"1519",1703,"1997-11-02","monthly","Olomouc",1,"F","NA","NA","NA","NA","NA",6850,15,29,30007,700
"1520",1704,"1995-09-22","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",6923,15,77,30745,300
"1521",1705,"1993-09-15","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",42560,15,129,65290,400
"1522",1706,"1995-01-05","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",10500,10,127,63386,700
"1523",1707,"1997-01-13","monthly","Prerov",0,"F","NA","NA","NA","NA","NA",23400,15,48,49328,1000
"1524",1708,"1994-11-21","monthly","Domazlice",0,"F","NA","NA","NA","NA","NA",25100,15,101,49349,700
"1525",1709,"1996-04-23","monthly","Karlovy Vary",1,"F","NA","NA","NA","NA","NA",37760,15,67,82933,400
"1526",1710,"1997-05-25","monthly","Ostrava - mesto",1,"F","NA","NA","NA","NA","NA",6885,15,36,50867,900
"1527",1711,"1996-01-05","monthly","Vyskov",0,"F","NA","NA","NA","NA","NA",7800,13,90,32832,200
"1528",1712,"1996-11-25","monthly","Chrudim",0,"F","NA","NA","NA","NA","NA",13000,15,47,45220,200
"1529",1713,"1993-03-03","monthly","Hradec Kralove",0,"F","NA","NA","NA","NA","NA",47846,3,167,115022,700
"1530",1714,"1994-09-08","monthly","Olomouc",0,"F","NA","NA","NA","NA","NA",4951,15,99,36447,900
"1531",1715,"1996-05-26","monthly","Prostejov",1,"F","NA","NA","NA","NA","NA",48572,7,73,136361,-954
"1532",1716,"1996-05-02","monthly","Nachod",0,"F","NA","NA","NA","NA","NA",27000,15,66,51468,1100
"1533",1717,"1997-12-02","monthly","Bruntal",0,"F","NA","NA","NA","NA","NA",11700,15,27,30290,900
"1534",1718,"1997-09-23","monthly","Novy Jicin",0,"T","172272","7178","24","current","FALSE",65892,15,31,126478,300
"1535",1719,"1993-09-06","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",7850,15,129,32937,600
"1536",1720,"1995-05-16","monthly","Jablonec n. Nisou",0,"F","NA","NA","NA","NA","NA",10400,100,7,22400,300
"1537",1721,"1993-03-25","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",9400,100,41,40200,1100
"1538",1722,"1996-03-11","monthly","Ceska Lipa",0,"F","NA","NA","NA","NA","NA",40960,15,70,75856,800
"1539",1723,"1997-11-04","monthly","Karvina",0,"F","NA","NA","NA","NA","NA",33825,8,29,79777,600
"1540",1724,"1997-06-07","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",13900,15,39,33162,1100
"1541",1726,"1993-01-03","monthly","Rychnov nad Kneznou",0,"F","NA","NA","NA","NA","NA",31840,15,154,51964,1000
"1542",1727,"1997-10-11","monthly","Nymburk",0,"F","NA","NA","NA","NA","NA",37176,15,28,64983,1000
"1543",1728,"1995-06-23","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",17600,15,95,51348,1000
"1544",1729,"1997-09-08","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",14748,15,38,46475,900
"1545",1730,"1993-01-09","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",14850,15,141,74914,900
"1546",1731,"1993-01-14","monthly","Decin",1,"F","NA","NA","NA","NA","NA",8650,15,139,37838,200
"1547",1732,"1996-02-20","monthly","Trutnov",0,"F","NA","NA","NA","NA","NA",48600,15,71,118028,400
"1548",1733,"1996-04-20","monthly","Pisek",0,"F","NA","NA","NA","NA","NA",61900,15,66,130294,900
"1549",1734,"1997-04-10","monthly","Litomerice",0,"F","NA","NA","NA","NA","NA",35572,15,44,86317,1000
"1550",1735,"1996-12-04","monthly","Havlickuv Brod",0,"F","NA","NA","NA","NA","NA",14400,2,11,24000,1100
"1551",1736,"1997-02-26","monthly","Ostrava - mesto",0,"F","NA","NA","NA","NA","NA",12650,15,41,41232,900
"1552",1737,"1996-02-13","monthly","Vsetin",0,"F","NA","NA","NA","NA","NA",24320,15,71,56410,600
"1553",1738,"1996-08-06","monthly","Cesky Krumlov",0,"F","NA","NA","NA","NA","NA",5800,1,59,18750,400
"1554",1739,"1996-07-08","monthly","Beroun",1,"F","NA","NA","NA","NA","NA",32004,15,62,68756,700
"1555",1740,"1997-03-13","monthly","Hodonin",0,"F","NA","NA","NA","NA","NA",4070,15,39,20950,600
"1556",1741,"1995-05-10","monthly","Tabor",0,"F","NA","NA","NA","NA","NA",12400,15,83,39845,1100
"1557",1742,"1995-10-08","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",46880,15,79,78994,800
"1558",1743,"1993-06-04","monthly","Trutnov",0,"F","NA","NA","NA","NA","NA",5400,13,135,51485,800
"1559",1744,"1996-02-07","monthly","Sumperk",0,"F","NA","NA","NA","NA","NA",11400,15,71,30344,600
"1560",1745,"1996-10-19","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",62800,0,62,125602,-166
"1561",1746,"1997-03-11","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",53200,15,44,111881,1100
"1562",1747,"1997-08-14","monthly","Sokolov",0,"F","NA","NA","NA","NA","NA",2984,15,29,21162,600
"1563",1749,"1995-10-14","monthly","Zlin",0,"F","NA","NA","NA","NA","NA",68412,15,80,136332,1000
"1564",1750,"1993-01-26","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",64900,14,150,131102,1100
"1565",1751,"1996-10-04","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",27890,7,72,53626,700
"1566",1752,"1996-05-08","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",25653,15,66,72292,1100
"1567",1753,"1997-06-14","monthly","Novy Jicin",1,"F","NA","NA","NA","NA","NA",46428,177,25,92154,900
"1568",1754,"1996-12-01","monthly","Usti nad Orlici",0,"F","NA","NA","NA","NA","NA",59700,15,67,140087,200
"1569",1756,"1995-10-26","monthly","Louny",0,"F","NA","NA","NA","NA","NA",27586,15,78,83231,900
"1570",1757,"1995-03-27","monthly","Prerov",0,"F","NA","NA","NA","NA","NA",66152,15,91,131906,200
"1571",1758,"1996-07-08","monthly","Tabor",0,"F","NA","NA","NA","NA","NA",62700,15,71,100439,700
"1572",1759,"1996-01-25","monthly","Most",1,"F","NA","NA","NA","NA","NA",20800,13,73,62709,300
"1573",1760,"1995-11-11","monthly","Blansko",0,"F","NA","NA","NA","NA","NA",12600,15,71,55151,600
"1574",1761,"1993-08-24","monthly","Karlovy Vary",0,"F","NA","NA","NA","NA","NA",29400,15,166,56143,700
"1575",1762,"1993-12-11","monthly","Plzen - sever",0,"T","248148","6893","36","expired","FALSE",34560,15,128,67486,600
"1576",1763,"1996-03-06","monthly","Opava",0,"F","NA","NA","NA","NA","NA",34173,15,70,75594,600
"1577",1764,"1997-09-04","monthly","Frydek - Mistek",0,"F","NA","NA","NA","NA","NA",17322,15,36,66057,900
"1578",1765,"1996-07-21","monthly","Pisek",1,"F","NA","NA","NA","NA","NA",7000,15,56,25747,400
"1579",1766,"1994-09-03","monthly","Plzen - sever",1,"T","30060","501","60","current","FALSE",29412,15,107,69383,500
"1580",1767,"1993-10-20","monthly","Tabor",0,"F","NA","NA","NA","NA","NA",43200,15,128,86730,1100
"1581",1768,"1993-12-20","monthly","Cesky Krumlov",0,"F","NA","NA","NA","NA","NA",32640,15,127,68287,1100
"1582",1769,"1995-01-25","monthly","Most",0,"F","NA","NA","NA","NA","NA",22240,11,103,39612,200
"1583",1770,"1994-02-08","monthly","Znojmo",0,"F","NA","NA","NA","NA","NA",31526,15,119,88123,1000
"1584",1771,"1993-03-28","monthly","Jesenik",0,"F","NA","NA","NA","NA","NA",14500,8,180,42853,500
"1585",1773,"1993-04-19","monthly","Decin",0,"F","NA","NA","NA","NA","NA",4700,3,133,24927,300
"1586",1774,"1996-09-10","monthly","Trebic",0,"F","NA","NA","NA","NA","NA",3300,9,57,20080,300
"1587",1775,"1993-02-27","monthly","Pelhrimov",0,"F","NA","NA","NA","NA","NA",19900,15,138,35818,900
"1588",1776,"1997-07-27","monthly","Liberec",0,"T","43200","1800","24","current","FALSE",20504,15,36,62263,400
"1589",1777,"1996-10-10","monthly","Prostejov",0,"F","NA","NA","NA","NA","NA",33336,15,54,88225,1000
"1590",1778,"1995-02-25","monthly","Cesky Krumlov",0,"F","NA","NA","NA","NA","NA",24320,13,95,74649,900
"1591",1779,"1993-08-15","monthly","Decin",0,"F","NA","NA","NA","NA","NA",61300,15,132,130716,1000
"1592",1780,"1993-04-02","monthly","Hl.m. Praha",0,"F","NA","NA","NA","NA","NA",57000,15,144,137726,900
