account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
1418,Jablonec n. Nisou,1997-02-09,monthly,1,0,F,NA,NA,NA,NA,NA,15666,15,49,47213,900
1419,Decin,1993-12-22,monthly,2,0,F,NA,NA,NA,NA,NA,7600,15,118,32613,400
1420,Frydek - Mistek,1995-06-08,monthly,1,0,F,NA,NA,NA,NA,NA,10150,14,87,42305,900
1421,Novy Jicin,1994-10-05,monthly,1,0,F,NA,NA,NA,NA,NA,46883,7,163,85739,1100
1422,Frydek - Mistek,1993-04-09,monthly,1,0,F,NA,NA,NA,NA,NA,11000,15,133,46671,400
1423,Sumperk,1995-09-08,monthly,2,0,F,NA,NA,NA,NA,NA,8116,15,84,37013,900
1424,Ceska Lipa,1997-05-20,monthly,2,0,F,NA,NA,NA,NA,NA,26313,15,40,57384,600
1425,Sumperk,1993-07-06,monthly,1,0,F,NA,NA,NA,NA,NA,28000,15,175,65817,900
1426,Teplice,1995-10-27,monthly,1,0,F,NA,NA,NA,NA,NA,4022,15,73,27655,200
1427,Pelhrimov,1995-10-08,monthly,1,0,F,NA,NA,NA,NA,NA,23520,15,86,76860,1000
1429,Hodonin,1993-07-30,monthly,1,0,F,NA,NA,NA,NA,NA,4620,15,127,33179,1100
1430,Plzen - mesto,1997-02-13,monthly,2,0,F,NA,NA,NA,NA,NA,13000,500,8,22900,800
1431,Usti nad Labem,1996-06-11,monthly,1,1,F,NA,NA,NA,NA,NA,40292,4,104,60510,200
1432,Plzen - jih,1997-07-19,monthly,2,0,F,NA,NA,NA,NA,NA,49008,15,35,99393,1000
1434,Karvina,1997-08-08,monthly,1,0,F,NA,NA,NA,NA,NA,4847,14,35,24536,200
1435,Hl.m. Praha,1996-12-01,monthly,1,0,F,NA,NA,NA,NA,NA,42240,15,52,75328,800
1436,Beroun,1994-12-07,monthly,1,0,F,NA,NA,NA,NA,NA,9000,15,125,53825,500
1437,Svitavy,1995-01-13,monthly,1,0,F,NA,NA,NA,NA,NA,8200,15,104,32464,1000
1439,Praha - zapad,1996-01-27,monthly,2,0,F,NA,NA,NA,NA,NA,3183,15,67,21716,700
1440,Brno - venkov,1993-09-22,monthly,1,0,F,NA,NA,NA,NA,NA,12600,15,152,32004,500
1441,Svitavy,1994-10-25,monthly,1,0,F,NA,NA,NA,NA,NA,6500,15,98,45210,500
1442,Cheb,1993-05-23,monthly,1,0,F,NA,NA,NA,NA,NA,36400,15,135,65063,300
1443,Brno - mesto,1997-09-27,monthly,1,0,F,NA,NA,NA,NA,NA,29751,15,32,63015,700
1444,Karvina,1996-06-16,monthly,1,0,F,NA,NA,NA,NA,NA,11500,15,81,61180,700
1445,Prostejov,1996-03-16,monthly,1,0,F,NA,NA,NA,NA,NA,10179,15,78,40016,900
1446,Hodonin,1995-01-18,monthly,1,1,F,NA,NA,NA,NA,NA,26780,15,96,99182,1100
1447,Znojmo,1997-02-20,monthly,1,0,T,100080,2085,48,current,F,18762,15,52,48705,300
1448,Hl.m. Praha,1995-10-07,monthly,2,0,F,NA,NA,NA,NA,NA,10100,3,45,26516,1100
1449,Jablonec n. Nisou,1993-08-26,monthly,1,1,F,NA,NA,NA,NA,NA,27500,11,170,63166,800
1450,Vyskov,1996-04-07,monthly,1,1,F,NA,NA,NA,NA,NA,8650,15,67,53500,400
1451,Zlin,1993-06-24,monthly,1,0,F,NA,NA,NA,NA,NA,8500,15,130,36594,1000
1452,Jicin,1995-09-16,monthly,1,0,F,NA,NA,NA,NA,NA,29914,15,80,103890,500
1454,Nachod,1997-07-25,monthly,1,0,F,NA,NA,NA,NA,NA,12300,200,14,38500,300
1455,Zdar nad Sazavou,1996-01-03,monthly,1,0,F,NA,NA,NA,NA,NA,30560,5,82,45844,-1179
1456,Nymburk,1996-04-12,monthly,1,1,F,NA,NA,NA,NA,NA,64800,15,109,151395,1100
1458,Rokycany,1994-01-03,monthly,1,0,F,NA,NA,NA,NA,NA,27900,15,122,56474,700
1459,Pribram,1997-03-26,monthly,2,0,F,NA,NA,NA,NA,NA,4300,15,39,20338,900
1460,Brno - mesto,1996-11-29,monthly,1,0,F,NA,NA,NA,NA,NA,5298,15,47,31495,300
1461,Opava,1996-04-07,monthly,1,0,F,NA,NA,NA,NA,NA,63256,15,70,125462,800
1463,Ceska Lipa,1996-09-25,monthly,1,0,F,NA,NA,NA,NA,NA,6840,10,70,37023,1000
1464,Opava,1996-10-21,monthly,1,0,F,NA,NA,NA,NA,NA,59200,15,82,150867,300
1465,Sokolov,1995-06-08,monthly,1,0,F,NA,NA,NA,NA,NA,10600,8,106,45003,300
1467,Litomerice,1994-04-27,monthly,1,1,F,NA,NA,NA,NA,NA,29396,15,114,88107,800
1468,Brno - mesto,1993-10-11,monthly,1,0,F,NA,NA,NA,NA,NA,5850,15,121,29270,500
1469,Bruntal,1995-12-15,monthly,1,0,F,NA,NA,NA,NA,NA,6400,15,70,41264,1000
1470,Prachatice,1994-02-10,monthly,1,0,F,NA,NA,NA,NA,NA,25800,15,121,63311,1100
1471,Hl.m. Praha,1996-07-21,monthly,1,0,F,NA,NA,NA,NA,NA,28600,12,60,67180,1000
1472,Benesov,1995-07-20,monthly,1,0,F,NA,NA,NA,NA,NA,13281,15,91,46726,900
1473,Most,1996-04-16,monthly,1,0,F,NA,NA,NA,NA,NA,6330,15,61,21537,600
1474,Vyskov,1996-09-14,monthly,2,0,F,NA,NA,NA,NA,NA,4043,15,51,24734,900
1476,Trebic,1993-04-26,monthly,1,0,F,NA,NA,NA,NA,NA,10900,15,134,34665,200
1477,Hl.m. Praha,1993-02-08,monthly,1,0,F,NA,NA,NA,NA,NA,7300,10,143,25777,3151
1478,Kolin,1996-10-30,monthly,1,1,F,NA,NA,NA,NA,NA,55600,5,65,140296,900
1479,Brno - mesto,1995-04-04,monthly,1,0,F,NA,NA,NA,NA,NA,9600,14,108,34755,700
1481,Cesky Krumlov,1993-01-17,monthly,1,0,F,NA,NA,NA,NA,NA,4290,15,139,24502,1000
1482,Louny,1996-12-08,monthly,1,1,F,NA,NA,NA,NA,NA,34614,15,51,84762,500
1483,Praha - vychod,1996-01-09,monthly,2,0,F,NA,NA,NA,NA,NA,30080,15,95,62651,400
1484,Karvina,1996-09-23,monthly,1,0,F,NA,NA,NA,NA,NA,6612,15,51,38342,200
1485,Liberec,1993-10-03,monthly,1,1,F,NA,NA,NA,NA,NA,62800,15,139,178774,1000
1486,Vyskov,1996-01-15,monthly,1,1,F,NA,NA,NA,NA,NA,35110,15,72,73969,400
1487,Zdar nad Sazavou,1993-09-10,monthly,2,0,F,NA,NA,NA,NA,NA,3306,10,129,29262,1100
1488,Klatovy,1997-04-29,monthly,1,0,F,NA,NA,NA,NA,NA,16556,6,43,41614,700
1490,Kolin,1996-07-25,monthly,1,0,F,NA,NA,NA,NA,NA,56800,15,69,152999,200
1491,Pardubice,1997-06-11,monthly,2,1,F,NA,NA,NA,NA,NA,34880,15,43,57838,1000
1492,Karlovy Vary,1996-10-17,monthly,1,0,F,NA,NA,NA,NA,NA,12400,15,49,31499,800
1493,Usti nad Labem,1993-01-09,monthly,1,0,F,NA,NA,NA,NA,NA,12750,13,145,28795,200
1494,Hl.m. Praha,1997-10-08,monthly,1,1,F,NA,NA,NA,NA,NA,35505,15,32,84443,900
1495,Liberec,1993-11-01,monthly,2,1,F,NA,NA,NA,NA,NA,36479,15,126,92882,300
1496,Hodonin,1995-02-05,monthly,1,0,F,NA,NA,NA,NA,NA,22089,15,97,60020,400
1497,Hl.m. Praha,1993-07-16,monthly,1,0,F,NA,NA,NA,NA,NA,18700,15,136,43293,1000
1499,Pardubice,1993-11-28,monthly,2,0,F,NA,NA,NA,NA,NA,20640,10,164,73332,1000
1500,Hradec Kralove,1996-10-01,monthly,1,1,F,NA,NA,NA,NA,NA,33081,15,56,92593,1000
1501,Svitavy,1996-08-11,monthly,1,0,F,NA,NA,NA,NA,NA,15400,15,55,34677,500
1502,Hl.m. Praha,1996-10-02,monthly,1,0,F,NA,NA,NA,NA,NA,49737,15,47,116552,200
1503,Novy Jicin,1996-04-10,monthly,1,0,F,NA,NA,NA,NA,NA,4757,15,61,27526,300
1504,Hl.m. Praha,1996-08-26,monthly,1,0,F,NA,NA,NA,NA,NA,36208,15,57,74093,300
1505,Jesenik,1993-04-23,monthly,1,0,F,NA,NA,NA,NA,NA,28600,0,130,44075,-14146
1506,Trutnov,1997-10-13,monthly,1,0,F,NA,NA,NA,NA,NA,11900,15,34,28502,500
1507,Jablonec n. Nisou,1993-08-03,monthly,2,1,F,NA,NA,NA,NA,NA,46720,15,135,99631,800
1508,Jesenik,1996-01-22,monthly,1,0,F,NA,NA,NA,NA,NA,66300,15,71,116544,500
1509,Trutnov,1994-05-19,monthly,1,0,F,NA,NA,NA,NA,NA,21282,15,112,49251,600
1510,Decin,1996-03-11,monthly,1,0,F,NA,NA,NA,NA,NA,38720,15,71,70943,700
1512,Hl.m. Praha,1994-01-08,monthly,1,0,F,NA,NA,NA,NA,NA,21237,15,131,68866,900
1513,Sokolov,1993-08-23,monthly,1,1,F,NA,NA,NA,NA,NA,22836,15,132,86165,500
1514,Melnik,1997-07-01,monthly,2,0,F,NA,NA,NA,NA,NA,5930,15,37,30657,900
1515,Praha - zapad,1993-06-11,monthly,1,1,F,NA,NA,NA,NA,NA,41014,15,138,92576,400
1516,Bruntal,1993-10-08,monthly,2,0,F,NA,NA,NA,NA,NA,7860,15,121,40723,500
1517,Kolin,1996-08-24,monthly,2,0,F,NA,NA,NA,NA,NA,4700,15,53,27014,700
1518,Bruntal,1993-04-21,monthly,1,0,F,NA,NA,NA,NA,NA,27700,15,138,116699,200
1519,Nymburk,1995-06-14,monthly,1,1,F,NA,NA,NA,NA,NA,31335,15,87,106093,700
1520,Rychnov nad Kneznou,1995-08-08,monthly,1,0,F,NA,NA,NA,NA,NA,6005,15,78,44901,300
1521,Ostrava - mesto,1996-04-04,monthly,2,0,F,NA,NA,NA,NA,NA,4537,15,67,26462,900
1522,Rychnov nad Kneznou,1997-08-02,monthly,1,0,F,NA,NA,NA,NA,NA,32577,4,48,88312,800
1524,Kutna Hora,1997-02-20,monthly,1,0,F,NA,NA,NA,NA,NA,4400,15,42,21764,1100
1525,Hodonin,1996-09-05,monthly,1,0,F,NA,NA,NA,NA,NA,6500,15,57,26268,300
1526,Usti nad Orlici,1995-01-22,monthly,1,1,F,NA,NA,NA,NA,NA,9975,15,115,83109,200
1528,Svitavy,1996-06-08,monthly,1,0,T,191088,3981,48,current,F,29120,15,68,70986,500
1529,Hl.m. Praha,1996-04-28,monthly,1,0,F,NA,NA,NA,NA,NA,8200,7,76,30788,600
1530,Karvina,1995-05-27,monthly,1,0,F,NA,NA,NA,NA,NA,8800,15,83,32114,900
1532,Brno - mesto,1996-09-19,monthly,2,0,F,NA,NA,NA,NA,NA,43520,15,73,97381,700
1534,Hl.m. Praha,1993-05-24,monthly,1,0,F,NA,NA,NA,NA,NA,25440,15,149,61057,900
1535,Nachod,1993-03-20,monthly,1,1,F,NA,NA,NA,NA,NA,15500,15,190,77219,200
1537,Brno - mesto,1997-06-06,monthly,1,0,F,NA,NA,NA,NA,NA,34400,15,40,74556,200
1538,Domazlice,1996-09-20,monthly,2,1,F,NA,NA,NA,NA,NA,63800,15,91,161078,800
1540,Hl.m. Praha,1995-03-29,monthly,1,0,F,NA,NA,NA,NA,NA,35018,10,91,105377,500
1541,Prostejov,1996-10-18,monthly,1,0,F,NA,NA,NA,NA,NA,46562,15,86,100581,900
1542,Hl.m. Praha,1996-04-25,monthly,2,0,F,NA,NA,NA,NA,NA,20900,15,63,33943,1000
1543,Hl.m. Praha,1996-04-14,monthly,1,0,F,NA,NA,NA,NA,NA,43300,3,115,67087,1100
1544,Jesenik,1993-07-14,monthly,2,0,F,NA,NA,NA,NA,NA,28425,15,138,72852,1100
1545,Hl.m. Praha,1993-03-08,monthly,1,0,F,NA,NA,NA,NA,NA,59100,12,142,142687,200
1546,Cesky Krumlov,1996-11-20,monthly,1,0,F,NA,NA,NA,NA,NA,11820,15,53,35058,800
1547,Olomouc,1993-09-14,monthly,1,1,F,NA,NA,NA,NA,NA,68200,15,128,98055,700
1548,Pardubice,1995-01-27,monthly,2,0,F,NA,NA,NA,NA,NA,4900,15,91,24310,800
1549,Tabor,1996-11-21,monthly,1,0,F,NA,NA,NA,NA,NA,25800,15,52,70618,500
1550,Hl.m. Praha,1996-04-15,monthly,1,0,F,NA,NA,NA,NA,NA,11826,15,75,40932,500
1551,Olomouc,1997-06-18,monthly,2,0,F,NA,NA,NA,NA,NA,8350,15,33,35958,1100
1552,Pisek,1994-01-02,monthly,1,1,F,NA,NA,NA,NA,NA,36844,15,121,97543,500
1553,Kromeriz,1996-12-21,monthly,1,0,F,NA,NA,NA,NA,NA,48511,15,60,65092,1000
1554,Pardubice,1994-11-15,monthly,1,1,F,NA,NA,NA,NA,NA,35680,15,102,67698,300
1555,Chomutov,1996-11-10,monthly,1,1,F,NA,NA,NA,NA,NA,6260,15,47,50964,1100
1556,Brno - mesto,1996-09-15,monthly,1,0,F,NA,NA,NA,NA,NA,11400,15,51,60299,600
1557,Zdar nad Sazavou,1996-12-13,monthly,1,0,F,NA,NA,NA,NA,NA,9000,15,46,50578,700
1558,Ceska Lipa,1996-10-06,monthly,1,0,F,NA,NA,NA,NA,NA,10900,15,63,34221,600
1559,Ceske Budejovice,1994-10-08,monthly,1,1,F,NA,NA,NA,NA,NA,43840,15,105,91251,22823
1560,Uherske Hradiste,1997-04-14,monthly,1,0,F,NA,NA,NA,NA,NA,11400,15,47,49513,1000
1561,Zdar nad Sazavou,1995-04-01,monthly,2,0,F,NA,NA,NA,NA,NA,8550,15,91,56597,600
1562,Hl.m. Praha,1995-08-30,monthly,1,0,F,NA,NA,NA,NA,NA,7170,15,77,24762,600
1563,Pardubice,1996-08-14,monthly,1,0,F,NA,NA,NA,NA,NA,11300,100,6,18000,900
1564,Rychnov nad Kneznou,1996-03-05,monthly,1,0,F,NA,NA,NA,NA,NA,29349,11,117,56948,1000
1565,Liberec,1993-10-20,monthly,1,0,F,NA,NA,NA,NA,NA,15680,15,157,58769,200
1566,Opava,1993-07-07,monthly,1,0,F,NA,NA,NA,NA,NA,41920,15,142,63058,500
1567,Praha - vychod,1997-08-19,monthly,1,1,F,NA,NA,NA,NA,NA,32540,15,34,78564,800
1568,Cheb,1995-07-15,monthly,2,1,F,NA,NA,NA,NA,NA,20896,15,84,66789,300
1570,Hl.m. Praha,1994-03-12,monthly,1,0,F,NA,NA,NA,NA,NA,4298,15,111,27040,200
1571,Zdar nad Sazavou,1996-07-29,monthly,1,0,F,NA,NA,NA,NA,NA,38900,9,60,63965,200
1572,Olomouc,1997-10-21,monthly,1,0,F,NA,NA,NA,NA,NA,20999,15,30,61396,500
1573,Vyskov,1997-12-29,monthly,1,0,F,NA,NA,NA,NA,NA,9650,7,23,26037,1000
1574,Prerov,1997-05-28,monthly,1,0,F,NA,NA,NA,NA,NA,4250,15,35,29805,1000
1575,Hl.m. Praha,1993-02-27,monthly,1,0,F,NA,NA,NA,NA,NA,8600,15,137,39610,900
1577,Bruntal,1996-10-16,monthly,1,0,F,NA,NA,NA,NA,NA,9800,15,68,50428,200
1578,Rychnov nad Kneznou,1994-12-01,monthly,1,0,F,NA,NA,NA,NA,NA,4128,15,99,52045,600
1579,Hodonin,1994-08-09,monthly,1,1,F,NA,NA,NA,NA,NA,40800,15,114,79665,600
1580,Jesenik,1996-01-08,monthly,1,1,T,194256,8094,24,current,F,63100,15,85,134157,400
1581,Most,1995-10-12,monthly,2,1,F,NA,NA,NA,NA,NA,47360,15,102,83581,900
1582,Plzen - sever,1996-05-01,monthly,1,0,F,NA,NA,NA,NA,NA,7400,15,65,40975,500
1584,Sokolov,1993-05-27,monthly,1,0,F,NA,NA,NA,NA,NA,8520,15,131,34822,600
1585,Havlickuv Brod,1996-02-23,monthly,1,0,F,NA,NA,NA,NA,NA,36654,15,44,71703,1000
1586,Hl.m. Praha,1996-10-03,monthly,2,0,F,NA,NA,NA,NA,NA,42400,15,58,74204,200
1587,Hl.m. Praha,1996-12-11,monthly,1,0,F,NA,NA,NA,NA,NA,29700,15,53,51990,1100
1588,Bruntal,1993-12-11,monthly,1,0,F,NA,NA,NA,NA,NA,8100,15,146,33371,1000
1589,Litomerice,1993-08-07,monthly,2,0,F,NA,NA,NA,NA,NA,14100,3,67,32214,500
1590,Vsetin,1995-04-07,monthly,2,0,F,NA,NA,NA,NA,NA,19360,15,103,60813,500
1591,Znojmo,1996-01-10,monthly,1,1,F,NA,NA,NA,NA,NA,57300,15,73,144038,600
1592,Louny,1994-08-18,monthly,1,1,F,NA,NA,NA,NA,NA,4604,15,101,86172,400
1593,Jindrichuv Hradec,1996-08-22,monthly,1,0,F,NA,NA,NA,NA,NA,3130,15,53,24846,500
1594,Cesky Krumlov,1997-04-06,monthly,1,0,F,NA,NA,NA,NA,NA,27279,15,44,77634,500
1596,Karvina,1997-10-05,monthly,1,0,F,NA,NA,NA,NA,NA,4955,15,31,31135,1100
1597,Frydek - Mistek,1995-07-04,monthly,1,0,F,NA,NA,NA,NA,NA,9750,15,85,46096,900
1598,Cesky Krumlov,1997-04-12,monthly,2,0,F,NA,NA,NA,NA,NA,62800,15,56,145536,700
1599,Hodonin,1995-11-10,monthly,1,1,F,NA,NA,NA,NA,NA,37372,15,75,90293,1100
1600,Hl.m. Praha,1996-09-13,monthly,2,0,F,NA,NA,NA,NA,NA,10900,15,52,32597,600
1601,Praha - vychod,1993-02-09,monthly,2,0,F,NA,NA,NA,NA,NA,4150,15,137,28248,500
1602,Decin,1993-09-19,monthly,1,0,F,NA,NA,NA,NA,NA,12250,15,123,41512,600
1603,Hl.m. Praha,1993-05-09,monthly,1,0,T,78936,6578,12,expired,F,11800,15,197,69909,900
1604,Brno - mesto,1993-12-16,monthly,1,0,F,NA,NA,NA,NA,NA,28320,15,122,64823,900
1605,Olomouc,1993-12-16,monthly,1,1,F,NA,NA,NA,NA,NA,64800,15,173,156040,24483
1606,Cheb,1996-03-07,monthly,1,1,F,NA,NA,NA,NA,NA,39516,15,98,80481,300
1607,Novy Jicin,1996-04-20,monthly,2,0,F,NA,NA,NA,NA,NA,34941,15,65,76045,800
1608,Plzen - mesto,1997-10-08,monthly,1,0,F,NA,NA,NA,NA,NA,5138,14,31,27211,600
1609,Usti nad Labem,1996-07-05,monthly,1,0,F,NA,NA,NA,NA,NA,3026,11,61,26860,900
1610,Usti nad Orlici,1993-05-17,monthly,2,0,F,NA,NA,NA,NA,NA,60900,15,151,146116,500
1611,Jesenik,1996-02-11,monthly,1,1,F,NA,NA,NA,NA,NA,28400,15,76,74738,500
1612,Zdar nad Sazavou,1996-02-12,monthly,1,0,F,NA,NA,NA,NA,NA,31758,15,70,69745,400
1613,Hl.m. Praha,1995-09-13,monthly,1,0,F,NA,NA,NA,NA,NA,10500,15,76,38346,600
1614,Vyskov,1996-05-07,monthly,2,0,F,NA,NA,NA,NA,NA,37806,15,71,109425,300
1615,Hl.m. Praha,1997-10-20,monthly,1,0,F,NA,NA,NA,NA,NA,7100,15,26,29471,900
1616,Domazlice,1997-02-07,monthly,1,0,F,NA,NA,NA,NA,NA,7800,15,55,31020,1100
1617,Jicin,1993-06-01,monthly,1,0,F,NA,NA,NA,NA,NA,16000,15,135,37137,700
1618,Kutna Hora,1996-12-18,monthly,1,0,F,NA,NA,NA,NA,NA,13100,15,61,45195,900
1619,Louny,1997-02-24,monthly,1,0,F,NA,NA,NA,NA,NA,9400,11,58,51419,500
1620,Pelhrimov,1995-06-08,monthly,1,0,F,NA,NA,NA,NA,NA,12050,15,81,46274,700
1621,Prerov,1993-12-01,monthly,1,0,F,NA,NA,NA,NA,NA,25600,15,127,67207,300
1622,Prachatice,1996-04-12,monthly,1,0,F,NA,NA,NA,NA,NA,16640,15,84,48800,900
1623,Hl.m. Praha,1996-02-04,monthly,2,0,F,NA,NA,NA,NA,NA,37760,15,72,81590,800
1624,Blansko,1996-04-22,monthly,1,0,F,NA,NA,NA,NA,NA,11950,15,62,34191,500
1625,Hl.m. Praha,1995-01-17,monthly,1,0,F,NA,NA,NA,NA,NA,22000,15,97,52183,800
1626,Beroun,1994-03-15,monthly,1,1,F,NA,NA,NA,NA,NA,56200,15,119,85424,1100
1627,Hl.m. Praha,1994-01-20,monthly,1,0,F,NA,NA,NA,NA,NA,29120,15,125,53854,1000
1628,Prostejov,1993-01-10,monthly,1,0,F,NA,NA,NA,NA,NA,9500,13,145,27323,700
1629,Praha - vychod,1995-11-02,monthly,2,0,F,NA,NA,NA,NA,NA,10550,15,77,33465,1000
1630,Olomouc,1993-07-28,monthly,1,0,F,NA,NA,NA,NA,NA,7500,15,128,28864,900
1631,Praha - vychod,1996-09-27,monthly,1,0,F,NA,NA,NA,NA,NA,4115,15,51,26540,400
1633,Trutnov,1995-02-22,monthly,1,0,F,NA,NA,NA,NA,NA,11150,4,89,40349,200
1634,Vsetin,1994-06-04,monthly,1,1,F,NA,NA,NA,NA,NA,26000,15,113,101618,500
1635,Prachatice,1993-12-29,monthly,1,0,F,NA,NA,NA,NA,NA,42720,13,123,68386,900
1636,Blansko,1997-04-08,monthly,2,0,F,NA,NA,NA,NA,NA,34965,5,42,88699,900
1637,Hl.m. Praha,1993-01-08,monthly,1,0,F,NA,NA,NA,NA,NA,9000,15,145,35529,500
1640,Rakovnik,1995-09-01,monthly,1,0,F,NA,NA,NA,NA,NA,30206,15,82,78495,700
1641,Svitavy,1996-04-22,monthly,2,0,F,NA,NA,NA,NA,NA,61900,15,101,148141,900
1642,Zlin,1995-05-27,monthly,1,0,F,NA,NA,NA,NA,NA,7300,15,85,29164,1000
1644,Hl.m. Praha,1993-05-09,monthly,2,0,F,NA,NA,NA,NA,NA,35680,15,139,62368,400
1645,Svitavy,1996-10-16,monthly,1,0,F,NA,NA,NA,NA,NA,20426,15,62,55650,300
1647,Hl.m. Praha,1997-07-09,monthly,1,0,F,NA,NA,NA,NA,NA,8152,12,44,45328,900
1648,Teplice,1997-08-08,monthly,1,0,F,NA,NA,NA,NA,NA,40525,4,61,73821,800
1649,Nachod,1993-01-26,monthly,1,1,F,NA,NA,NA,NA,NA,48442,15,92,90624,700
1650,Most,1997-12-06,monthly,1,0,F,NA,NA,NA,NA,NA,23726,15,32,59254,1000
1651,Chomutov,1997-01-23,monthly,1,0,F,NA,NA,NA,NA,NA,64800,15,54,136677,900
1652,Ostrava - mesto,1993-05-20,monthly,2,0,F,NA,NA,NA,NA,NA,19600,15,131,34506,300
1653,Hl.m. Praha,1994-09-19,monthly,1,0,F,NA,NA,NA,NA,NA,36345,15,103,90874,700
1654,Sokolov,1996-08-05,monthly,1,1,F,NA,NA,NA,NA,NA,61700,15,64,108950,600
1655,Usti nad Labem,1996-04-15,monthly,2,0,F,NA,NA,NA,NA,NA,25362,15,67,62575,600
1656,Pardubice,1997-02-01,monthly,1,0,T,189792,3954,48,current,F,35589,15,53,78412,500
1657,Pribram,1997-11-04,monthly,1,0,F,NA,NA,NA,NA,NA,3235,10,29,25056,300
1658,Opava,1993-05-10,monthly,1,0,F,NA,NA,NA,NA,NA,7140,15,131,27027,800
1659,Nachod,1996-12-25,monthly,2,0,F,NA,NA,NA,NA,NA,11350,15,45,43154,400
1660,Hl.m. Praha,1995-09-22,monthly,1,1,F,NA,NA,NA,NA,NA,55700,15,93,143557,600
1662,Hl.m. Praha,1997-08-11,monthly,1,1,F,NA,NA,NA,NA,NA,32871,15,35,77497,200
1663,Brno - venkov,1996-11-02,monthly,2,0,F,NA,NA,NA,NA,NA,8250,15,53,54290,300
1664,Breclav,1993-11-15,monthly,1,0,F,NA,NA,NA,NA,NA,60300,15,124,80374,500
1665,Opava,1997-04-15,monthly,2,0,F,NA,NA,NA,NA,NA,13650,15,38,37525,800
1666,Bruntal,1993-10-30,monthly,1,0,F,NA,NA,NA,NA,NA,14800,7,122,50901,500
1667,Breclav,1996-08-18,monthly,2,0,F,NA,NA,NA,NA,NA,9100,15,64,36822,200
1668,Uherske Hradiste,1997-03-07,monthly,1,0,F,NA,NA,NA,NA,NA,9400,13,45,25490,200
1669,Most,1996-09-19,monthly,2,0,F,NA,NA,NA,NA,NA,12514,15,57,39415,700
1670,Pribram,1996-01-02,monthly,2,0,F,NA,NA,NA,NA,NA,10400,14,73,28338,500
1671,Kutna Hora,1993-05-05,monthly,1,0,F,NA,NA,NA,NA,NA,6900,15,137,39713,1100
1672,Kolin,1996-05-08,monthly,1,0,F,NA,NA,NA,NA,NA,28329,15,66,70074,800
1673,Blansko,1993-12-08,monthly,1,0,F,NA,NA,NA,NA,NA,5100,3,117,24890,900
1674,Hl.m. Praha,1995-09-15,monthly,2,0,F,NA,NA,NA,NA,NA,28480,15,104,53918,800
1675,Liberec,1993-02-01,monthly,2,0,F,NA,NA,NA,NA,NA,13500,14,143,34266,1100
1677,Jesenik,1997-01-08,monthly,1,0,F,NA,NA,NA,NA,NA,17760,15,55,42268,1100
1678,Hl.m. Praha,1993-02-22,monthly,1,1,F,NA,NA,NA,NA,NA,34674,15,141,81719,200
1679,Frydek - Mistek,1996-09-05,monthly,1,0,F,NA,NA,NA,NA,NA,20195,15,59,67861,13463
1680,Kromeriz,1993-12-10,monthly,1,0,F,NA,NA,NA,NA,NA,29128,15,123,76309,300
1681,Frydek - Mistek,1997-07-11,monthly,1,0,F,NA,NA,NA,NA,NA,33930,6,38,75180,1100
1682,Semily,1995-12-22,monthly,1,0,F,NA,NA,NA,NA,NA,38645,15,95,79247,900
1683,Vsetin,1996-11-01,monthly,1,0,F,NA,NA,NA,NA,NA,28640,15,62,46147,900
1685,Plzen - sever,1995-12-13,monthly,2,1,F,NA,NA,NA,NA,NA,46638,14,60,115940,1100
1686,Praha - zapad,1993-11-18,monthly,1,0,F,NA,NA,NA,NA,NA,19200,15,165,53541,900
1687,Cheb,1997-04-18,monthly,1,0,F,NA,NA,NA,NA,NA,14500,15,38,18731,200
1688,Karvina,1993-02-27,monthly,2,0,F,NA,NA,NA,NA,NA,7000,15,137,36243,800
1689,Brno - venkov,1993-09-07,monthly,2,0,F,NA,NA,NA,NA,NA,9400,15,123,32528,700
1690,Jindrichuv Hradec,1995-10-07,monthly,1,0,F,NA,NA,NA,NA,NA,12650,15,79,36779,6736
1691,Rychnov nad Kneznou,1995-11-08,monthly,1,0,F,NA,NA,NA,NA,NA,2901,9,77,24172,400
1692,Breclav,1995-03-29,monthly,1,0,F,NA,NA,NA,NA,NA,48692,11,80,73968,500
1695,Sumperk,1993-01-03,monthly,1,1,F,NA,NA,NA,NA,NA,64000,15,219,159676,200
1696,Hradec Kralove,1995-06-09,monthly,2,0,F,NA,NA,NA,NA,NA,3960,10,87,23803,600
1697,Vyskov,1997-05-17,monthly,2,0,F,NA,NA,NA,NA,NA,4900,2,35,21097,800
1698,Frydek - Mistek,1996-03-14,monthly,1,1,T,141948,3943,36,current,F,28840,15,69,78139,800
1699,Blansko,1993-01-14,monthly,1,0,F,NA,NA,NA,NA,NA,5550,15,139,30656,800
1700,Zlin,1995-11-18,monthly,1,1,F,NA,NA,NA,NA,NA,34419,15,75,93990,900
1701,Hl.m. Praha,1993-08-10,monthly,1,0,F,NA,NA,NA,NA,NA,51600,15,158,131901,1100
1702,Breclav,1995-02-27,monthly,1,0,F,NA,NA,NA,NA,NA,12201,6,107,42443,500
1703,Olomouc,1997-11-02,monthly,1,0,F,NA,NA,NA,NA,NA,6850,15,29,30007,700
1704,Karvina,1995-09-22,monthly,1,0,F,NA,NA,NA,NA,NA,6923,15,77,30745,300
